"hosts.ID","inf.by","inf.time","out.time","active","p_max","t_incub"
"H-1045","H-437",35,NA,1,0.582628935592623,5.6580186174479
"H-1046","H-456",35,NA,1,0.62347189015535,5.96970663581303
"H-1047","H-46",35,NA,1,0.8815360423728,5.83578834583178
"H-1048","H-480",35,NA,1,0.28982333035181,6.17799271062529
"H-1049","H-49",35,NA,1,0.752421242331745,6.852663276948
"H-105","H-19",25,NA,1,0.637223697460872,5.60313616062612
"H-1050","H-50",35,NA,1,0.711411035360651,5.63312223207565
"H-1051","H-51",35,NA,1,0.877417730627534,4.64749762825826
"H-1052","H-55",35,NA,1,0.74110908712861,5.25254184661942
"H-1053","H-56",35,NA,1,0.946143312923952,2.99255858700515
"H-1054","H-58",35,NA,1,0.574736140789141,5.60623915259468
"H-1055","H-6",35,NA,1,0.782765577252436,6.46880313346453
"H-1056","H-60",35,NA,1,0.837005285153448,4.67392828212234
"H-1057","H-62",35,NA,1,0.72981563213279,4.77442925352088
"H-1058","H-63",35,NA,1,0.721676429021763,5.99670592347817
"H-1059","H-64",35,NA,1,0.834577544138257,4.96204281019141
"H-106","H-20",25,NA,1,0.761323135161667,6.01498838817038
"H-1060","H-66",35,NA,1,0.715974640631176,7.60504108181782
"H-1061","H-67",35,NA,1,0.774781026643519,5.4142492335843
"H-1062","H-68",35,NA,1,0.724719495785358,5.9405980274546
"H-1063","H-70",35,NA,1,0.685192282742801,6.70804820571201
"H-1064","H-71",35,NA,1,0.821839967549252,6.08099840526587
"H-1065","H-73",35,NA,1,0.766089482392272,5.74791393922456
"H-1066","H-74",35,NA,1,0.602448186813692,4.3847699277992
"H-1067","H-75",35,NA,1,0.891784904904452,5.45367200710485
"H-1068","H-76",35,NA,1,0.67947278952057,5.07329519466694
"H-1069","H-77",35,NA,1,0.87439369340452,5.36123286133394
"H-107","H-21",25,NA,1,0.939137604959964,6.3951201834257
"H-1070","H-78",35,NA,1,0.576308544420407,5.36411148049013
"H-1071","H-8",35,NA,1,0.598247851765091,4.98133832063848
"H-1072","H-80",35,NA,1,0.849142622139458,5.97741176164109
"H-1073","H-83",35,NA,1,0.681175838982332,5.63618973950785
"H-1074","H-84",35,NA,1,0.701546355613168,5.25928607835664
"H-1075","H-85",35,NA,1,0.540080101348066,3.85334666343262
"H-1076","H-87",35,NA,1,0.598344568080389,4.85818769210479
"H-1077","H-89",35,NA,1,0.947426283416488,4.86689944999038
"H-1078","H-90",35,NA,1,0.705766721413557,4.23949267610903
"H-1079","H-91",35,NA,1,0.569603301844881,4.93401878292117
"H-108","H-23",25,NA,1,0.911891088887161,5.50620427998939
"H-1080","H-93",35,NA,1,0.792785290982777,7.19608921716286
"H-1081","H-95",35,NA,1,0.858884518123862,5.09121627484914
"H-1082","H-97",35,NA,1,0.918415099061068,5.69322280248546
"H-109","H-24",25,NA,1,0.763033323533651,5.34967950662304
"H-11","H-2",14,NA,1,0.788475735419753,7.31731924269258
"H-110","H-25",25,NA,1,0.852889134643458,2.5611774267109
"H-111","H-26",25,NA,1,0.973941229940001,4.6297707546126
"H-112","H-27",25,NA,1,0.761792707374088,5.36740272728631
"H-113","H-29",25,NA,1,0.606092429249437,5.71043005273852
"H-114","H-3",25,NA,1,0.828530394125572,5.43026576077822
