"hosts.ID","inf.by","inf.time","out.time","active","p_max","t_incub"
"H-1030","H-37",35,NA,1,0.544309106099593,4.72990615158566
"H-1031","H-371",35,NA,1,0.869876074240301,4.61323873013599
"H-1032","H-378",35,NA,1,0.647242708426908,6.50148007066947
"H-1033","H-38",35,NA,1,0.630295098938474,4.6246105809956
"H-1034","H-387",35,NA,1,0.926512051003928,7.07501890320654
"H-1035","H-388",35,NA,1,0.178696799408356,4.76635599999267
"H-1036","H-39",35,NA,1,0.714922108459564,4.82630458797648
"H-1037","H-390",35,NA,1,0.671529423804123,4.3260915095093
"H-1038","H-396",35,NA,1,0.688570242646173,5.10943616292401
"H-1039","H-40",35,NA,1,0.851452441288053,4.10157767002472
"H-104","H-18",25,NA,1,0.48457615040482,4.6187126347781
"H-1040","H-41",35,NA,1,0.642682033632115,5.35173340637504
"H-1041","H-42",35,NA,1,0.890790294926673,4.64843188049598
"H-1042","H-423",35,NA,1,0.879178126258104,4.54456292375447
"H-1043","H-427",35,NA,1,0.560971529247933,5.10538302908785
"H-1044","H-43",35,NA,1,0.924218150179836,4.30715495590091
